	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
519	Ansitz Romani	via Andreas Hofer 23	Termeno sulla Strada del Vino	39040	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Modern Cuisine	Car park, Garden or park, Terrace, Wheelchair access	Mastercard, Visa	+39 0471 860010	https://www.ansitzromani.com/it/restaurant.php	46.3134785	11.2187143	attract well-kept restaur histor build romant rural feel especi beauti garden although menu extens chef highli skill ’ feel though anyth miss dish reflect flavour region make use local ingredi venison asparagu termeno accompani home-produc speck ham menu also featur coupl fish-bas recip dish modern imagin style beauti guestroom also avail
520	Acaja	corso Torino 106	Pinerolo	10064	ITA	Piedmont	€€	Italian, Contemporary	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 0121 794727	https://www.acajaristorante.it/	44.8856657	7.3353915	central eleg modern cuisin acaja wind along two line tradit region one ravioli del plin cardi gobbi piedmont veal hazelnut mention miss also variou fish dish truli remark touch contemporan start excel raw materi
521	Trattoria Al Passo	via Passo Campalto 118	Venice	30173	ITA	Veneto	€€€	Seafood	Air conditioning, Terrace	Mastercard, Visa	+39 041 900470		45.4805719	12.29823	success gener famili run pleasant restaur outsid citi 70 year enjoy select fish seafood dish raw grill fri numer condiment accompani starter maritim theme dine room light airi veranda good select dessert round meal
522	Villa Maiella	via Sette Dolori 30, località Villa Maiella	Guardiagrele	66016	ITA	Abruzzo	€€€	Cuisine from Abruzzo, Modern Cuisine	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0871 809319	https://www.villamaiella.it/	42.188822	14.2047054	way back 1966 ginetta arcangelo probabl never dream moment modest tavern would becom famou nowaday tinari famili compris mother-and-son angela arcangelo kitchen peppino pascal front hous offer guest warm welcom restaur edg parco della maiella ’ enjoy authent abruzzo dish occasion surpris creativ twist three tast menu chosen make book good choic also beer-lov thousand differ label avail includ wide select glass
523	Antica Locanda al Cervo - Landgasthof zum Hirschen	via Schrann 9/c	San Genesio Atesino	39050	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Traditional Cuisine	Car park, Garden or park, Great view, Terrace, Wheelchair access	Mastercard, Visa	+39 0471 354195	https://www.hirschenwirt.it/	46.5340136	11.333222	enjoy gener region cuisin influenc famili ’ involv cattl hors farm busi either restaur ’ welcom dine room sunni panoram terrac “ zero food mile ” produc much simpl slogan
524	Bacco e Arianna	via Circonvallazione 1	Trezzano sul Naviglio	20090	ITA	Lombardy	€€	Seafood, Modern Cuisine	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 02 4840 3895	https://baccoearianna.net/	45.4197975	9.0739012	enjoy attent servic femal owner small modern restaur cuisin definit make impress focus mainli fish dish serv strike qualiti varieti tri “ metro di mare ” tast dish raw fish two peopl
525	Boccadoro	via della Resistenza 49	Noventa	35027	ITA	Veneto	€€	Venetian, Classic Cuisine	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 049 625029	https://www.boccadoro.it/	45.4230025	11.9456731	situat outskirt padova classic eleg restaur popular local – good reason menu includ skil prepar dish influenc tradit veneto bigoli pasta dri cod liver venetian-styl well select grill option
526	Bon Wei	via Castelvetro 16/18	Milan	20154	ITA	Lombardy	€€	Chinese, Asian	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 341308	https://www.bon-wei.it/	45.4846784	9.1643511	china plate attract restaur intrigu decor combin eleg modern style asian influenc serv wide select chines special dish includ appetis dumpl noodl meat option well huge array special eight differ region spici dish szechuan delic flavour zhejiang
527	Braunwirt	piazza Chiesa 3	Sarentino	39058	ITA	Trentino-South Tyrol	€€	Modern Cuisine	Air conditioning, Terrace, Wheelchair access	Mastercard, Visa	+39 0471 620165	https://www.braunwirt.it/	46.6427018	11.3569038	modern welcom restaur heart town modern design echo contemporari cuisin combin region dish influenc elsewher itali food-lov enjoy creat tast menu choos dish à la cart friendli servic cosmopolitan clientel
528	Colonne	via Fincarà 37	Santa Maria del Monte	21100	ITA	Lombardy	€€	Italian Contemporary, Creative	Car park, Garden or park, Great view, Terrace	Amex, Mastercard, Visa	+39 0332 220404	https://albergocolonne.it/	45.8606672	8.7911375	beauti view lake vares surround countrysid especi attract summer terrac lunchtim upper section restaur hous bistro eleg dine room provid backdrop creativ cuisin even chef silvio battistoni well known region
529	Cucina Cereda	via Piazzini 33	Ponte San Pietro	24036	ITA	Lombardy	€€€	Modern Cuisine	Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 035 437 1900	https://www.cucinacereda.com/	45.698355	9.5909095	typic entranc lead courtyard monasteri late 16c restaur dine room classic atmospher howev cuisin steal show – creativ yet down-to-earth unnecessari frill full flavour featur meat fish dish inspir italian tradit occasion local twist ’ simpler business-styl menu lunchtim among à la cart option particularli enjoy snail serv morel mushroom care season parsley coriand paccheri pasta fish soup bouillabaisse-styl sauc ad real mediterranean flavour
530	Kleine Flamme	via Cittanuova 31	Vipiteno	39049	ITA	Trentino-South Tyrol	€€€	Fusion, Creative	Terrace	Mastercard, Visa	+39 0472 766065	https://kleineflamme.com/it/	46.8973392	11.432459	small open-view kitchen situat centr restaur chef bacher burkhard develop vision fusion cuisin energi precis combin flavour itali alto adig asian spice techniqu creat delici imagin dish tuna tataki superb season salti lemon oil accompani intrigu bitter herb professor montanari note recent book particularli popular italian chef ’ wife ann work front hous look guest friendli profession manner
531	La Coccinella	via Provinciale 5	Serravalle Langhe	12050	ITA	Piedmont	€€	Piedmontese	Car park	Mastercard, Visa	+39 0173 748220	https://www.trattoriacoccinella.com/	44.5579712	8.0599063	three brother expert enthusiast manag fine restaur recent renov increas comfort popular place cuisin piedmontes
532	La Locanda del Notaio	Via Piano delle Noci 42	Pellio Intelvi	22024	ITA	Lombardy	€€€	Creative	Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 031 842 7016	https://lalocandadelnotaio.com/	45.9764501	9.0443315	eleg restaur warm atmospher embellish central fireplac chef marco moretto creat modern dish eleg balanc focu season produc region elsewher – region lake stone ’ throw switzerland ’ surpris fragrant seafood special featur menu alongsid freshwat fish dish
533	Lapprodo	via Roma 22	Vibo Valentia Marina	89900	ITA	Calabria	€€€	Seafood, Classic Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0963 572640	https://www.lapprodo.com/	38.7161233	16.1221031	definit one reliabl restaur area vibo valentia marina overlook vibo marina port perfect choic anyon keen classic mediterranean cuisin focu fish caught local although meat dish also featur menu restaur also offer guestroom cala del porto hotel
534	Le Lampare al Fortino	via Tiepolo, molo Sant'Antonio	Trani	76125	ITA	Apulia	€€€	Mediterranean Cuisine, Modern Cuisine	Air conditioning, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0883 480308	https://www.lelamparealfortino.it/it/home/	41.280422	16.422161	built mediev church old fort guard port becom enviabl locat restaur serv delici fish seafood special distinct flavour puglia
535	Lido 84	corso Zanardelli 196	Fasano del Garda	25083	ITA	Lombardy	€€€€	Creative	Car park, Garden or park, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0365 20019	https://www.ristorantelido84.com/	45.6251787	10.5755286	’ left car car park slight descent lead small corner paradis boast one beauti view lake garda run two brother one kitchen front hous eleg restaur strike mani decor detail cuisin full flavour gener portion give impress everi meal lido 84 sunday lunch – joyou festiv serv relax inform atmospher ’ also plenti contact chef often bring dish tabl special occas recommend book tabl small stone build splendid garden classic decor breathtak view
536	Locanda Margon	via Margone 15	Ravina	38123	ITA	Trentino-South Tyrol	€€€€	Creative, Contemporary	Air conditioning, Car park, Garden or park, Great view, Wheelchair access	Amex, Mastercard, Visa	+39 0461 349401	https://www.locandamargon.it/	46.0368038	11.1066465	restaur view trento adig valley home chef edoardo fumag put energi creativ three tast menu one design combin perfectli ferrari sparkl wine made wineri own restaur menu showcas local ingredi especi straordinario trentinomenu prepar technic expertis occasion combin produc afield inspector especi recommend “ arlecchino ” mountain egg trentingrana cream bisqu reduct chardonnay vinegar puf amaranth although adjac bistrot design inform charact offer attract reliabl italian cuisin option alfresco dine
537	MikEle	via Flavio Gioia 1	Maranello	41053	ITA	Emilia-Romagna	€€€	Seafood	Air conditioning	Amex, Mastercard, Visa	+39 0536 941027	https://www.ristorantemikele.com/	44.5284906	10.8683522	locat residenti district edg town unexpect eleg fish restaur offer refresh chang typic boil meat dish modena guest choos fish display cabinet classic italian seafood recip take pride place menu
538	Oberwirt	vicolo San Felice 2	Marlengo	39020	ITA	Trentino-South Tyrol	€€€	Classic Cuisine, Regional Cuisine	Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0473 222020	https://www.oberwirt.com/it/	46.65752	11.14034	variou stube-styl dine room oberwirt hotel restaur typic tyrolean ambienc cuisin decidedli tradit focu season region ingredi although fish option also alway featur menu wine-enthusiast delight excel wine select
539	Panevin	via Cart 16	Feltre	32032	ITA	Veneto	€€	Modern Cuisine, Seafood	Air conditioning, Car park, Terrace, Wheelchair access	Mastercard, Visa	+39 0439 83466	https://www.ristorantepanevin.com/	46.0408101	11.9348744	district surround greeneri outsid feltr gianluca campigotto ’ cuisin becom interest pass year small menu focus fish seafood although meat dish also make appear
540	Terme	via Madonna Assunta	Pigna	18037	ITA	Liguria	€	Ligurian	Car park, Terrace	Mastercard, Visa	+39 0184 241046	https://www.ristoranteterme.com/it/the-restaurant/	43.92997	7.66846	far picturesqu villag pigna family-run hotel-restaur simpl classic-styl dine room main focu equal simpl rustic cuisin includ dish goat ’ meat bean local special
541	Veneziano	Contrada Arena, SS 120 km 187	Randazzo	95036	ITA	Sicily	€€	Sicilian, Traditional Cuisine	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 095 799 1353	https://www.ristoranteveneziano.it/	37.8763419	14.9713893	situat outsid randazzo one villag typic lava-ston build dot around mt etna restaur serv excel local cuisin recip featur mushroom meat take pride place menu antipasti excel mix mushroom first cours mushroom soup main includ highli recommend “ asado ” mix grill unmiss nero dei nebrodi capocollo ham
542	Vintage 1997	piazza Solferino 16/h	Turin	10121	ITA	Piedmont	€€€	Italian, Classic Cuisine	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 011 535948	https://www.vintage1997.com/	45.068485	7.676379	sever tast menu restaur includ on-trend vegetarian option mediterranean menu excel tuna chateaubriand spring onion jelli typic piedmontes “ punt e me ” surpris luna park give free rein chef undoubtedli excit option must book advanc although extens wine list boast interest vertic option langh afield classic-styl dine room skil overseen owner
543	Al Bersagliere	via Dietro Pallone 1	Verona	37121	ITA	Veneto	€	Venetian, Traditional Cuisine	Air conditioning, Interesting wine list, Terrace	Mastercard, Visa	+39 045 800 4824	https://www.trattoriaalbersagliere.it/	45.4363246	10.9980274	long-establish restaur borgo filippi district overflow memorabilia juke box old coffe machin date 1960 owe continu success gener comfort cuisin showcas fine tradit veneto special includ bigoli pasta duck pastissada de caval horsemeat stew andgelato spiritoso ice cream flavour grappa guest visit interest wine cellar part date back earli 13c focus label verona region especi amaron ’ also excel select spirit
